,song_id,song_name,artist_1,artist_2,artist_3,release_date,popularity,duration_ms,explicit,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,key,valence,tempo,time_signature,mode
319076,0IiXE3L9eFZOnzUwfVcSk4,Á bjargi byggði - Jesú er bjargið - Þegar stormur,Barnakór Kársnesskóla,,,1995-01-01,3,195187,0,0.526,0.0754,-22.388,0.0348,0.922,0.0,0.165,0,0.585,128.155,4,1
319152,6PBCWDGZeaTxw5Y34H1ttM,Ómissandi fólk,KK,Magnús Eiríksson,,1996-01-01,8,338361,0,0.491,0.0139,-16.735,0.0498,0.868,0.003,0.224,7,0.224,96.892,4,1
319280,3e5dzvRUa536dwIgST2ryZ,Hurricane Starang,O.G.C.,,,1996-01-01,40,244831,1,0.862,0.488,-8.296,0.381,0.0646,0.000111,0.127,0,0.78,89.958,4,1
319295,63T3O3u70cICyNxJPh3CXn,The 18th Letter (Always And Forever),Rakim,,,1996-11-04,40,180933,0,0.657,0.674,-8.262,0.246,0.0633,2.5e-06,0.32,4,0.748,81.883,4,0
319380,3vA4O7lSWDM8spjRmjnBP3,Strákurinn með skeggið,Dr. Gunni,vinir hans,,1997-01-01,9,146611,0,0.771,0.718,-7.481,0.0398,0.436,0.0,0.246,8,0.874,120.446,4,1
319396,3KXTeGVHmaQmJRbyCBamdf,Joga,Björk Guðmundsdóttir,,,1997-01-01,7,305064,0,0.226,0.703,-6.379,0.0626,0.438,0.000118,0.0836,1,0.236,146.265,4,0
319466,5fX8hpTjJJKtfn3ZQVZEQR,Herra Jinx,Quarashi,,,1997-01-01,6,147725,0,0.726,0.69,-10.087,0.095,0.00456,0.931,0.179,6,0.86,172.214,4,0
319497,02kav9UePNA2iUnYVoda8W,S. E. T. I.,Quarashi,,,1997-01-01,5,250032,0,0.459,0.911,-8.499,0.0379,0.000207,0.507,0.824,10,0.281,106.733,4,0
319498,2PJpHlAJ7tAlOYXLN1UbRX,Á Hawaii,Ari Jónsson,,,1997-01-01,3,161054,0,0.559,0.804,-6.777,0.0327,0.131,0.0,0.0735,4,0.887,153.76,4,1
319673,6h0Nl3v2SZfOgwbxYOcqnC,Úfó,Karlakórinn Fóstbræður,Stuðmenn,,1998-01-01,4,364182,0,0.338,0.79,-9.437,0.263,0.342,5.46e-05,0.978,7,0.327,181.806,4,1
319695,1XHGicQufpXLIdGtg6RWAo,Deseo,Los Yaguarú,,,1998-01-01,45,224467,0,0.758,0.47,-10.759,0.0464,0.141,0.716,0.066,10,0.773,92.496,4,1
319779,5Ki9vDXg6GQmjt8WjleAyP,Lautarferð með Livingstone,Gunni og Felix,,,1999-01-01,9,174939,0,0.695,0.39,-12.756,0.916,0.588,0.0,0.141,0,0.563,103.653,4,1
319781,6nL7oKgtDsdM19godsmBn4,Lars á Mars,Gunni og Felix,,,1999-01-01,9,210233,0,0.691,0.793,-7.14,0.0521,0.0174,0.0,0.0459,7,0.912,100.035,4,1
319846,0CBj18X3J7MabwDqKeMxuo,A Wszystko To...(Bo Ciebie Kocham),Ich Troje,,,1999-01-01,47,239373,0,0.384,0.768,-6.101,0.121,0.124,0.0,0.0682,0,0.74,119.973,4,1
319904,3YnMpcUV9kyaaRME4hQqlM,Gagntekinn,Sálin hans Jóns míns,,,1999-01-01,4,222494,0,0.408,0.876,-9.582,0.223,0.00552,9.32e-05,0.707,2,0.481,137.286,4,1
319923,0DUORj0K3h0umFFDmq0EBv,Selja litla,Jón Jónsson frá Hvanná,Álftagerðisbræður,,1999-01-01,4,133329,0,0.617,0.436,-9.763,0.0272,0.877,0.0,0.129,8,0.831,99.851,4,1
319945,6lzXmBxWgzUbBX90IqzAjO,The Man That Got Away - Live At Carnegie Hall/1961/2000 Digital Remaster,Judy Garland,,,2002-01-01,29,286067,0,0.197,0.224,-13.69,0.0411,0.868,0.0,0.809,0,0.119,181.128,3,1
319953,01mi8kdneku99A7CgVS1pm,The Minute You're Gone - 2000 Remaster,Cliff Richard,,,2017-11-10,19,139027,0,0.386,0.43,-7.602,0.0333,0.412,0.0,0.144,7,0.606,86.712,3,0
320001,31nAB0iVLUsPPKjA9ViIIR,Tears In The Morning - Remastered 2000,The Beach Boys,,,2000-01-01,7,246040,0,0.37,0.278,-14.036,0.0371,0.833,4.06e-05,0.18,6,0.265,128.934,3,0
320133,0z7qyNCf9biVekPswzXS6k,Ten Thousand Years Ago,The Seekers,,,2019-08-23,9,235827,0,0.589,0.862,-6.589,0.0879,0.212,0.0,0.618,7,0.906,129.865,4,1
320163,439m0wMP4lwPgpFUpaUGGF,The 2000 Year Old Murder,Died Pretty,,,1986-07-25,5,271573,0,0.311,0.692,-4.532,0.026,9.99e-05,0.374,0.103,7,0.246,100.166,4,1
320178,3P1pRPj3UH5ZnfF9CP0nEO,Felicidad (Margherita),Boney M.,,,1986-03-03,7,101067,0,0.74,0.743,-14.837,0.0544,0.482,0.00403,0.0824,7,0.891,116.302,4,0
320201,0ELexOUgTCiJIsCYkI2n3s,I love you so,E. Gills,,,2000-01-01,9,242556,0,0.945,0.537,-8.26,0.0858,0.0501,0.00151,0.0667,6,0.731,99.95,4,1
320231,7A4ZTjuvHPMJjOfFPjgiWM,Red Sky,The Big Wu,,,2010-09-07,5,835413,0,0.469,0.737,-11.145,0.0586,0.741,0.416,0.721,11,0.535,129.306,4,1
320266,16ZibhDEKkiHA0WEjGSZrG,Senza fine,Ornella Vanoni,,,2000-06-15,30,185667,0,0.304,0.375,-6.941,0.0337,0.538,5.06e-06,0.602,6,0.292,144.256,3,0
320330,00mYiWjqZa3qMBzjsRmjQw,Kata knús,Grímur Gíslason,,,2000-01-01,7,195466,0,0.654,0.302,-10.192,0.0368,0.629,2.23e-06,0.144,0,0.553,102.944,4,1
320336,2J7HESoqFZEKtJwbsibyZP,2000 Years,Rafeelya,,,2020-03-21,0,221549,0,0.661,0.853,-4.781,0.158,0.0219,0.0,0.0873,4,0.767,141.96,4,0
320368,62NhGNMw7Vdrs0K1Ys1fh8,2000 Years,Native Elements,,,2009-01-25,0,298227,0,0.689,0.741,-7.068,0.0429,0.0901,0.000209,0.0848,7,0.843,78.714,4,1
320521,5evEyx2VNCSf7rbziAs68D,Litahellirinn (instrumental),Leikhópurinn Benedikt búálfur,,,2002-01-01,13,166859,0,0.633,0.299,-15.299,0.0265,0.621,0.855,0.0912,2,0.313,72.52,4,1
320527,5038eYOv3huvIpV9HzZxln,Ég lifi í draumi,Björgvin Halldórsson,Eyjólfur Kristjánsson,,2002-01-01,12,201921,0,0.282,0.525,-6.153,0.0315,0.419,0.0,0.81,2,0.313,78.689,4,1
320567,0jv1XippSNyocANsFEJqZA,Skýið,Björgvin Halldórsson,,,2002-01-01,10,181348,0,0.433,0.416,-7.755,0.0258,0.123,0.0,0.296,7,0.167,90.022,4,1
320571,50r58yLuPoc6tGfSPkUSr2,Flaskan mín fríð,Ríó tríó,,,2002-01-01,9,152091,0,0.755,0.516,-9.558,0.0323,0.112,0.0,0.123,4,0.827,130.727,4,1
320572,6PzFOBLuVksUSytt1X18yA,Kálfurinn á Kálfagilsá,Papar,Steinarr Logi Nesheim,,2002-01-01,9,192772,0,0.576,0.712,-6.764,0.0262,0.00309,0.0,0.261,2,0.837,107.898,4,1
320580,0yvTlnhSRVeY7h0M1EB8y5,Ágústnótt,Sextett Ólafs Gauks,,,2002-01-01,8,158825,0,0.617,0.58,-9.184,0.0306,0.256,0.0,0.589,7,0.842,122.831,4,1
320581,4xVxk2tFp1U6AuPtvNLvFL,Endalausar nætur,Buttercup,,,2002-01-01,8,204243,0,0.584,0.792,-7.513,0.0538,0.109,0.0,0.137,2,0.569,99.37,4,1
320599,03g7hMjA261TbrkQLSK56F,Bachelorette,Björk,,,2002-01-01,7,314723,0,0.447,0.868,-7.212,0.0653,0.0397,2.85e-06,0.0745,0,0.341,96.901,4,0
320615,3ICISXWRYrohciRR4fIh28,Stikluvík,Hilmar Örn,Steindor Andersen,Erpur Eyvindarson,2002-01-01,7,319135,0,0.728,0.782,-10.527,0.0516,0.0895,0.000753,0.137,7,0.395,120.04,4,1
320625,0VBeymU2fhs1ZT1Hzqdr5h,Alltaf á Heimaey,Hálft í hvoru,,,2002-01-01,8,222169,0,0.577,0.445,-11.866,0.027,0.538,0.0,0.0773,9,0.598,91.676,4,1
320723,0WcOlydaaSMkkzJdjouMeY,Siggi-la-fó,Búdrýgindi,,,2002-01-01,5,146843,0,0.372,0.889,-4.151,0.146,0.00377,6.02e-06,0.0826,1,0.383,155.799,4,0
320840,6ar9lnvohv65Ac1CTWLT1a,Skjóttu mig (teitistaka),Skítamórall,,,2003-01-01,22,194258,0,0.681,0.546,-7.116,0.0457,0.606,0.0,0.389,8,0.827,79.012,4,1
320877,0VVFgjqPjMn4bGqznG9RGs,Einu sinni á ágústkvöldi,KK,Magnús Eiríksson,,2003-01-01,14,137787,0,0.779,0.21,-14.63,0.0434,0.659,0.141,0.158,0,0.707,95.907,4,1
320889,6D6W5EKwZ7bzJiq97AUKy6,Hesturinn,Skriðjöklar,,,2003-01-01,13,196162,0,0.558,0.899,-8.139,0.0397,0.00719,8.32e-06,0.36,11,0.899,141.633,4,0
320896,12ux7oc83ZbH9SHnpRbO58,Á fjórum fótum,Land og synir,,,2003-01-01,12,248175,0,0.62,0.866,-7.42,0.0387,0.105,0.0,0.637,2,0.378,129.972,4,1
320969,61hLA8RXMoiQLLTkNVMUA1,Stóð ég úti í tunglsljósi,Birgitta Haukdal,,,2004-01-01,16,164908,0,0.442,0.337,-9.289,0.0287,0.13,0.0,0.0876,5,0.279,127.079,4,1
320975,1yvnV5qJ0T7vsZyFnRdJmi,Ósk mín skærasta,Birgitta Haukdal,,,2004-01-01,16,207958,0,0.811,0.47,-8.919,0.0387,0.131,0.000418,0.0979,0,0.527,132.005,4,1
321027,2jDjYpgpQaqHRAlGZrfEQD,Hár,Hilmir Snær,Björn Thors og,Guðjón Davíð Karlsson,2004-01-01,10,188918,0,0.45,0.595,-8.717,0.0516,0.186,0.0,0.208,0,0.24,139.897,4,0
321176,0t1aevyxoYipjTR3mKmXP2,Mi Chiquita,Cartel De Santa,,,2004-07-28,49,288800,1,0.756,0.878,-6.03,0.0442,0.008,0.151,0.301,3,0.937,144.01,4,0
321243,3UL7KKa7HVOU8blvaVklXK,Lo Artesanal,Viejas Locas,,,2004-01-01,48,337720,0,0.683,0.67,-13.839,0.0356,0.000696,0.149,0.134,2,0.964,116.899,4,0
321298,1NXUhuwjTHKrQmuTHSgdhk,Litir,Lara,Selma Björnsdóttir,Kor,2005-01-01,21,220404,0,0.663,0.505,-9.038,0.0428,0.0255,0.0,0.11,0,0.803,99.95,4,1
321315,0Vn1e9vc6JEI0sV26P1FiE,Skreytum,Kor,,,2005-01-01,17,126502,0,0.839,0.478,-9.625,0.163,0.771,0.0,0.112,5,0.929,125.986,4,1
321388,3FT9vSHqoIxeKuvt5IP9SB,Nasty Boy - Original,Trabant,,,2005-11-13,11,180827,0,0.767,0.694,-4.114,0.116,0.0199,0.0,0.258,1,0.437,98.942,4,1
321409,3fzL0RuACZtv5cQ6R78Sjq,Anakin vs. Obi-Wan,John Williams,London Symphony Orchestra,,2005-05-03,55,236027,0,0.324,0.42,-14.413,0.0359,0.576,0.795,0.116,0,0.145,92.724,4,1
321476,3J3kP9sFjyETLkIYBWuOJW,Heysátan,Sigur Rós,,,2005-09-12,29,249947,0,0.225,0.0532,-16.755,0.0407,0.84,0.598,0.0787,4,0.137,104.56,4,0
321512,03pWkKJjo8ATe0z4SWGzyd,A Narnia Lullaby,Harry Gregson-Williams,,,2005-12-13,53,72880,0,0.231,0.174,-16.718,0.15,0.958,0.843,0.234,5,0.0322,91.125,4,1
321555,5OGfBbWmRRkDiZiJbu5WIr,Blank Generation - 2013 Remaster,Richard Hell,,,2005-08-02,52,167840,0,0.44,0.904,-4.409,0.177,0.275,7.45e-06,0.106,11,0.546,138.104,4,0
321659,45GbMmxbo2g59VfBXzQbKa,Dvel ég í draumahöll,Sesselja Magnúsdóttir,Friðrik Karlsson,,2006-01-01,34,204800,0,0.316,0.0982,-17.409,0.0365,0.929,0.0203,0.106,10,0.106,119.487,4,1
321668,1mAugLqBBQ3KEey8xzXfJf,Sofðu unga ástin mín,Sesselja Magnúsdóttir,Friðrik Karlsson,,2006-01-01,29,188360,0,0.279,0.107,-14.245,0.0363,0.961,7.98e-05,0.105,2,0.0969,122.939,4,0
321695,5cBUC9snvBS9GTYXFu4USZ,Kaupmaðurinn á horninu,GCD,,,2006-01-01,16,218825,0,0.543,0.935,-10.018,0.126,0.167,0.0,0.941,7,0.36,143.973,4,1
321713,0pio3spAgh08ckiwuAJDak,Sof Þú Blíðust Barnkind Mín,Ragga Gröndal,,,2006-01-01,15,175187,0,0.171,0.0157,-19.01,0.042,0.977,6.8e-05,0.0776,0,0.2,70.152,4,1
321718,16oUQ14k6zOw3vQwnWgQ8e,"1, 2 og Jesú",Bent,,,2006-01-01,13,187757,0,0.795,0.458,-12.571,0.272,0.383,0.0,0.103,7,0.56,86.991,4,1
321734,1CeKLtjZDPt8wNMwACt1aG,Paradís,Í svörtum fötum,,,2006-01-01,13,276596,0,0.498,0.535,-6.001,0.0278,0.534,0.0,0.396,2,0.132,140.006,4,1
321806,6U0QU97MAm9IvyuuwR21Si,Hver passar í kvöld?,Ólafía Hrönn,Gunni og Felix,,2006-01-01,10,182137,0,0.689,0.503,-9.354,0.386,0.434,0.0,0.369,0,0.245,134.797,4,1
321868,41SZvOgENv2B0lHf7QvCl4,Moss,GusGus,,,2007-02-26,25,188307,0,0.725,0.581,-8.975,0.0511,0.00106,0.883,0.0725,10,0.72,130.012,4,0
321871,1Xf930JVMdqaUJXLjiWoIF,Hvað viltu verða?,Jóhann Sigurðarson,,,2007-01-01,16,122416,0,0.351,0.368,-11.48,0.0464,0.75,1.53e-05,0.172,10,0.367,94.177,3,1
321916,3ZnDPwIqdKsUWxdySuBB94,Of feit fyrir mig,Laddi,,,2007-01-01,12,183391,0,0.921,0.611,-7.893,0.0405,0.413,0.0,0.294,7,0.961,119.892,4,1
322070,3Mtx78eoAPVO0IpTa4QAvI,Stafakarlinn Ð,Stafakarlarnir,,,2008-01-01,12,142896,0,0.452,0.26,-10.597,0.0598,0.534,1.86e-05,0.11,9,0.268,125.683,4,1
322261,5g9crbbJV33LSfDAZdETRO,Believe,Porterhouse,Pétur Örn Guðmundsson,,2010-01-01,27,177720,0,0.469,0.555,-5.002,0.0343,0.55,0.0,0.125,7,0.237,139.888,4,1
322269,06aocDIbxZjk5ghMtLehUR,Brotlentur,Valdimar,,,2010-01-01,27,256163,0,0.604,0.58,-11.152,0.0374,0.0885,0.106,0.111,9,0.66,104.233,4,1
322283,7ul6vTHJOdx7xEXg9TOfZ2,Þessir menn,Valdimar,,,2010-01-01,24,281983,0,0.709,0.494,-9.899,0.119,0.0541,7.31e-05,0.107,6,0.531,126.353,4,1
322547,0XGciH3qBicZzp2HT9Lh9v,Einn ég ríð til fjalla,Helgi Björnsson,,,2011-01-01,16,228345,0,0.688,0.586,-8.113,0.03,0.637,0.0,0.119,0,0.462,119.132,4,1
322572,3it2mIaro9YgCS9Nk5INyy,Hæ hoppsa-sí,Papar,,,2011-01-01,15,155713,0,0.634,0.834,-6.543,0.0402,0.566,0.0,0.107,4,0.925,98.021,3,0
322711,0uruDOTpRsoSIepfEyvBcz,Á rauðum sandi,Ylja,,,2012-01-01,22,246039,0,0.406,0.282,-12.104,0.0326,0.901,0.0176,0.123,0,0.189,161.879,4,1
322750,09WWfaRgBZNNIbGyxkWIGK,Kveikjum nýjan eld,Friðrik Dór,,,2012-01-01,15,233871,0,0.458,0.767,-5.93,0.0459,0.0112,0.0,0.357,10,0.17,189.879,4,0
322796,5ogo5kRor9BN1RhNqQj3li,Glaðasti Hundur Í Heimi,Friðrik Dór,,,2013-07-08,28,173256,0,0.749,0.606,-6.772,0.0361,0.0373,2.09e-06,0.0957,2,0.871,103.095,4,1
322807,5vSblyCeUiGd3zZLLDVROP,Vor í Vaglaskógi,KALEO,,,2013-01-01,23,277061,0,0.251,0.253,-10.36,0.0325,0.794,3.2e-06,0.353,5,0.0774,88.404,4,0
322857,6EUL13s2HzZmMM9bVN26I8,Ó þú,Mannakorn,,,2013-01-01,15,150326,0,0.389,0.578,-7.11,0.032,0.431,3.47e-06,0.101,7,0.546,131.124,3,1
322919,4759AHwH58bMMnEepiY3Pn,Þannig týnist tíminn,Páll Rósinkranz,,,2014-01-01,24,249707,0,0.583,0.491,-10.094,0.102,0.662,0.0,0.78,9,0.304,123.054,4,1
322967,6wYRqFiSvfRsAfWzHRZe4u,Komum ríðandi að austan,Helgi Björnsson,,,2014-01-01,17,225977,0,0.67,0.515,-8.307,0.0505,0.349,0.0,0.114,4,0.922,160.003,4,1
322990,0i9ouTAXJUwrQ78XJLoVGW,ไม่มีหัวใจ,Sunshine,,,2016-10-28,3,210004,0,0.654,0.785,-3.884,0.0301,0.0365,0.0,0.0797,0,0.52,134.014,4,1
323066,6tBYhJS7TzSgEkPfZsHQAv,Allur matur,Hafdís Huld,,,2015-01-01,24,50898,0,0.848,0.0788,-14.165,0.0623,0.941,0.0,0.101,0,0.484,110.164,4,1
323267,2AySXQ9CY0Q2DyvdVQPUwR,Ég Vil Það,Chase Anthony,JóiPé,,2017-11-11,29,219466,0,0.909,0.585,-9.112,0.184,0.0523,0.0,0.0824,7,0.658,103.003,4,0
323356,2cPPd2bGMjuxUcYPA2Y7fh,Don't Stop Believing,Clementine Duo,,,2017-08-18,54,251820,0,0.653,0.227,-11.138,0.0277,0.903,0.0,0.105,0,0.284,99.912,4,1
323369,72dxj4fyqyQ1YGdlFvv2xW,By Your Side,Ane Brun,,,2017-10-06,57,166880,0,0.528,0.0419,-12.229,0.044,0.992,0.00213,0.0883,1,0.348,79.331,4,1
323460,5pUJC2hfY7YrmehP3J9vZJ,Despacito,Boricua Boys,,,2017-11-11,0,227962,0,0.69,0.655,-8.214,0.17,0.164,0.0,0.361,2,0.804,178.011,4,1
323486,3m7hmi9PQLpo7KNMBDi3SW,Nýr Ís (feat. Euro Gotit),Herra Hnetusmjör,Euro Gotit,,2018-10-26,22,196505,0,0.688,0.534,-8.413,0.146,0.411,0.0,0.106,7,0.61,141.99,4,0
323717,6DGjkz7uwLK67A2VLqwDCV,White Noise Sound Mind,Sea of Noise,,,2020-12-02,49,137984,0,0.0,0.0962,-28.593,0.0,0.894,0.375,0.112,10,0.0,0.0,0,0
323759,7rRhmPOzHEMystoQS4Z9zC,Þannig týnist tíminn,Ragnar Bjarnason,Lay Low,,2020-09-22,29,230342,0,0.716,0.234,-14.255,0.0385,0.738,0.0,0.145,0,0.225,123.976,4,1
324037,7kXuDwasRrWr3vMQyClfXO,Por Causa Desta Cabocla,Dorival Caymmi,,,1958-07-20,11,170373,0,0.49,0.123,-13.535,0.0361,0.911,1.03e-05,0.115,2,0.223,102.581,4,0
324112,1XAawSAtfaJhe7fBShgZ9P,Will o' the Wisp - Mono Version,Miles Davis,,,1960-01-01,12,229227,0,0.513,0.113,-12.011,0.0354,0.788,0.0,0.1,11,0.268,140.629,3,0
324251,6V6pXFdU5ucHN0xilIDZDb,One Room Country Shack,Mose Allison,,,1963-01-01,18,179840,0,0.723,0.157,-14.465,0.0526,0.932,0.00799,0.1,0,0.395,71.582,4,1
324321,7xMokn6pg8VlFK6mTUzFHp,Rio preto de luto,Tião Carreiro & Pardinho,,,1964-01-01,16,177747,0,0.708,0.452,-2.037,0.149,0.928,0.0,0.19,9,0.652,108.946,5,1
324482,0w4zimpvKpClrFjbx0bcsI,Girl I Want You,The Seeds,,,1966-01-01,23,146239,0,0.318,0.661,-12.828,0.0371,0.195,0.00566,0.304,2,0.928,152.166,4,1
324505,2XHPlbS7KPFVgajbtBZVOz,My Love Is Gone From Me,Ed Ames,,,1967-01-01,8,132427,0,0.37,0.348,-12.639,0.0272,0.679,1.48e-05,0.234,11,0.577,89.291,4,0
324543,6pqRzQL7Qp0HNvJJs1GdpT,In My Own Time,Bee Gees,,,1967-07-14,21,134880,0,0.648,0.683,-7.203,0.0334,0.052,0.000123,0.0942,2,0.64,127.918,4,1
324556,71RWxtkSbaYbUEraMB8SxL,Delicado,Waldir Azevedo,,,1967-01-02,19,155493,0,0.548,0.595,-10.792,0.0288,0.114,0.712,0.182,9,0.8,100.737,4,1
324674,07s8NE9k0OXkVvr5bdOvz1,裝聾作啞,劉福助,,,1968-09-10,19,188466,0,0.564,0.195,-19.591,0.0538,0.582,0.0,0.156,8,0.829,132.03,4,1
324807,4GDirMT5M6Qza67NSoymLe,珊瑚戀,湯蘭花,,,1969-07-11,20,156387,0,0.375,0.0818,-26.946,0.0488,0.856,3.89e-05,0.0992,10,0.312,97.551,4,1
324847,3BplKyKFndCHPhAJKyCjLe,藍色的憂鬱,湯蘭花,,,1969-02-10,20,177520,0,0.164,0.135,-17.552,0.0438,0.979,0.00911,0.541,11,0.221,59.681,3,0
324861,6dIjl70YV2mp6fto03tKIJ,Tuning My Guitar,Melanie,,,1969-01-01,20,242000,0,0.413,0.179,-11.565,0.0319,0.859,0.0,0.297,9,0.306,93.828,3,1
324893,1etNpbcaYERqGELSCSOWRL,Valarie,Frank Zappa,The Mothers Of Invention,,1970-02-09,24,196000,0,0.388,0.329,-10.779,0.0307,0.77,1.24e-06,0.323,7,0.355,128.292,3,1
325134,6j6bNrrLZvlq7j8eV7tJ8G,Pressentimento,Paulinho Da Viola,,,1971-01-01,20,172280,0,0.443,0.327,-17.577,0.0743,0.628,0.00129,0.172,9,0.687,170.766,4,0
325138,7ffEllPqshmws2qnKeg4DG,Até Parece,Carlos Lyra,,,1971-08-30,14,129680,0,0.66,0.729,-11.191,0.122,0.833,0.686,0.161,2,0.886,92.988,4,1
325191,52iDqbzyxRd4fs7CXxrc4i,"Den mystiska stjärnan, del 1",Tintin,Tomas Bolme,Bert-Åke Varg,1972-06-19,22,36960,0,0.701,0.287,-16.124,0.919,0.867,0.0,0.261,2,0.627,93.788,4,1
325200,1fGN47zQC6dK8mWctW6lpN,"Den mystiska stjärnan, del 8",Tintin,Tomas Bolme,Bert-Åke Varg,1972-06-19,22,34560,0,0.575,0.889,-10.246,0.849,0.927,1.53e-06,0.609,7,0.15,52.191,4,1
325210,4IAEPAVzoguTV8StQlwzvB,"Den mystiska stjärnan, del 11",Tintin,Tomas Bolme,Bert-Åke Varg,1972-06-19,22,43813,0,0.785,0.407,-11.171,0.873,0.824,0.0,0.222,6,0.895,112.817,4,0
325221,78V4sQK1nP6ogiK6olhzKy,Bana Her Şey Seni Hatırlatıyor,Nükhet Duru,,,1972-01-01,22,328360,0,0.234,0.381,-13.875,0.0575,0.417,0.0,0.133,2,0.205,176.751,4,0
325297,6G1kVdG3FsT9250mVq9Uq9,Cala A Boca Zebedeu,Sérgio Sampaio,,,1973-01-08,24,177373,0,0.728,0.733,-6.158,0.0357,0.584,0.000112,0.145,4,0.893,148.875,4,1
325360,6kgdYq2Ab3gKzvEXx8e8Sy,"Krabban med guldklorna, del 26",Tintin,Tomas Bolme,Bert-Åke Varg,1973-07-03,23,44733,0,0.679,0.574,-13.428,0.949,0.722,0.0,0.416,6,0.551,114.853,3,1
325405,0fMZFStbgneK9zcSRcaoUJ,É Preciso Cantar,Os Originais Do Samba,,,1973-07-14,22,208400,0,0.69,0.589,-10.644,0.178,0.538,0.000438,0.289,1,0.855,84.941,4,1
325431,2xwhendCBtQyVyG1ISYdsv,Coisas Que A Vida Ensina,José Augusto,,,1973-09-17,22,170707,0,0.534,0.596,-8.164,0.0303,0.426,0.000266,0.668,7,0.588,129.969,4,1
325610,4QjZkif6UqzTngZhbQDUhy,Entre Tus Brazos,Los Terricolas,,,1975-10-15,25,194514,0,0.437,0.37,-8.515,0.0272,0.703,0.000165,0.12,7,0.388,141.16,4,0
325692,0a8Uun5i7Nfhy7q9RWEJU8,Momo - Teil 48,Michael Ende,,,1975-01-01,23,80023,0,0.643,0.321,-19.852,0.723,0.586,0.0,0.801,7,0.564,84.825,3,0
325774,2DUJjLNO3UVZ0KRMVf4zUq,"Peter And The Wolf, Op.67 - Narration In German: Die Ente: ""Und tatsächlich! Kaum war Peter fort, da kam aus...""",Sergei Prokofiev,Karlheinz Böhm,Alfons Kontarsky,1975-01-01,22,186093,0,0.347,0.0422,-24.106,0.065,0.92,0.00199,0.245,0,0.0873,146.071,4,0
325792,5MSRIDqcpI5JydgRuSiTIs,Sen,Erkut Taçkın,,,1975-01-01,22,185907,0,0.467,0.147,-13.081,0.0403,0.746,2.99e-05,0.101,0,0.0398,130.555,4,0
325832,0Ihr4c6RKySucttQ0VVmau,Mamy dla siebie - siebie,Anna Jantar,,,1976-02-12,24,263587,0,0.353,0.371,-12.085,0.033,0.8,0.0404,0.111,11,0.463,90.737,4,0
325869,7hbIWB5P9Kr1gzw7rvcQ76,Carimbó no Carnaval,Nora Ney,Jorge Goulart,,1976-04-21,23,156973,0,0.571,0.722,-11.813,0.163,0.694,0.465,0.161,5,0.745,126.767,4,0
325871,7mfgLUVyXTDhctZuVgipgj,Maden Dağı,İzzet Altınmeşe,,,1976-04-06,24,233128,0,0.567,0.369,-8.932,0.0318,0.934,3.82e-05,0.358,7,0.767,110.163,4,1
325896,2flfEUIhE06Ttk44txMEU0,Kalbim Durdu Heyecandan,Bilgen Bengü,,,1976-01-01,23,159440,0,0.731,0.671,-7.228,0.0932,0.736,0.0,0.208,2,0.837,111.256,4,1
325977,6fJYn4syiPwSEqcFGyuzWv,Martha Cecilia,Andres Landero,,,1977-12-05,25,176248,0,0.737,0.5,-8.069,0.278,0.335,3.27e-05,0.228,11,0.936,93.774,4,1
326061,2NNf2qGSrMPZyzyITxIjQV,Blos e chlini Stadt,Dieter Wiesmann,,,1977-01-01,23,157400,0,0.657,0.259,-14.922,0.103,0.865,3.05e-05,0.113,0,0.544,119.209,4,1
326072,0MItbrufjwKAWuORU6UFYM,Till I Gain Control Again,Waylon Jennings,,,1977-01-01,22,258707,0,0.568,0.19,-13.35,0.03,0.859,0.00783,0.0808,2,0.349,104.872,4,1
326086,5KLiggXTuBjyBc02bGEgds,Satin Sheets,Waylon Jennings,,,1977-01-01,22,161693,0,0.706,0.555,-12.049,0.0328,0.521,0.0228,0.109,9,0.806,142.046,4,1
326104,20uwGFhSo6TLhcZzTZj4Gp,"Månen tur och retur, del 5",Tintin,Tomas Bolme,Bert-Åke Varg,1977-06-05,22,60493,0,0.717,0.719,-12.688,0.863,0.899,0.0,0.589,2,0.7,93.858,3,0
326111,2Om1ho1xQeqGeCZXp2qzXZ,"Månen tur och retur, del 13",Tintin,Tomas Bolme,Bert-Åke Varg,1977-06-05,22,58853,0,0.661,0.3,-15.243,0.649,0.776,0.0,0.385,5,0.653,100.753,4,0
326163,6ABjZl1DAYE2frAKpv5u4y,A grande cilada,Tião Carreiro & Paraíso,,,1978-01-01,27,189173,0,0.643,0.778,-2.256,0.0421,0.682,0.0,0.0738,4,0.932,105.049,4,1
326198,0mq6hJKswj2jXHnIPW0CDC,I Can't Breathe Anymore,David Gilmour,,,1978-05-25,25,220693,0,0.219,0.433,-11.21,0.0288,0.00275,0.000232,0.089,11,0.187,91.625,4,0
326316,6OZNbdubAFtK8exjxez1QN,Ensacado,Cátia de França,,,1979-01-01,25,265533,0,0.58,0.609,-5.627,0.0303,0.622,0.016,0.105,4,0.333,107.169,4,0
326331,5UJCGqqwCmCiIVZ0Kh8rtq,Let's Dance,Ramones,,,1979-04-29,25,123067,0,0.539,0.976,-10.783,0.0648,0.0373,0.000258,0.912,7,0.0391,109.799,4,1
